gameweek,player_id,web_name,position,xPoints,now_cost,blend_rank,minutes,actual_points
1,393,Khusanov,DEF,2.5,,,90,2
1,398,Foden,MID,2.5,,,81,1
1,429,Rashford,MID,2.5,,,45,1
1,471,Milenković,DEF,2.5,,,90,2
1,472,Murillo,DEF,2.5,,,90,4
1,581,Diomande,DEF,2.5,,,0,0
1,533,Mukiele,DEF,2.5,,,0,0
1,25,Gyökeres,FWD,2.4,,,0,0
1,26,Havertz,FWD,2.4,,,90,6
1,165,João Pedro,FWD,2.4,,,90,11
1,14,Eze,MID,2.3,,,14,1
1,15,Ødegaard,MID,2.3,,,75,11
1,16,Madueke,MID,2.3,,,22,1
1,18,Martinelli,MID,2.3,,,0,0
1,557,Tzolis,MID,2.3,,,75,6
1,67,Rayan,MID,2.3,,,88,2
1,95,O.Dango,MID,2.3,,,66,3
1,156,Neto,MID,2.3,,,14,1
1,157,Estêvão,MID,2.3,,,7,1
1,208,Sarr,MID,2.3,,,0,0
1,236,Dewsbury-Hall,MID,2.3,,,90,11
1,260,Wilson,MID,2.3,,,65,3
1,377,Munoz,MID,2.3,,,27,4
1,238,Grealish,MID,2.3,,,8,1
1,403,Savinho,MID,2.3,,,0,0
1,481,Anderson,MID,2.3,,,62,2
1,515,Maddison,MID,2.3,,,22,1
1,62,Diakité,DEF,2.2,,,0,0
1,566,Silva,DEF,2.2,,,90,2
1,120,Svoboda,DEF,2.2,,,0,0
1,130,Wieffer,DEF,2.2,,,77,7
1,328,Struijk,DEF,2.2,,,0,0
1,504,Vuskovic,DEF,2.2,,,90,6
1,144,Gusto,DEF,2.2,,,75,1
1,149,Colwill,DEF,2.2,,,90,0
1,583,Chavarria,DEF,2.2,,,25,1
1,202,Richards,DEF,2.2,,,90,3
1,203,Canvot,DEF,2.2,,,90,1
1,588,Khalaili,DEF,2.2,,,35,1
1,231,Keane,DEF,2.2,,,0,0
1,232,O'Brien,DEF,2.2,,,0,0
1,327,Bijol,DEF,2.2,,,90,10
1,334,Muharemović,DEF,2.2,,,90,6
1,362,Jacquet,DEF,2.2,,,69,1
1,364,Tsimikas,DEF,2.2,,,0,0
1,401,Marmoush,FWD,2.2,,,0,0
1,417,Dalot,DEF,2.2,,,10,1
1,418,Maguire,DEF,2.2,,,90,1
1,419,Martinez,DEF,2.2,,,0,0
1,420,Yoro,DEF,2.2,,,0,0
1,445,Thiaw,DEF,2.2,,,90,3
1,446,Schär,DEF,2.2,,,1,1
1,447,Botman,DEF,2.2,,,90,3
1,448,Burn,DEF,2.2,,,0,0
1,449,Hall,DEF,2.2,,,90,3
1,469,N.Williams,DEF,2.2,,,90,2
1,470,Morato,DEF,2.2,,,0,0
1,112,Van Hecke,DEF,2.2,,,90,1
1,501,Danso,DEF,2.2,,,0,0
1,532,Ballard,DEF,2.2,,,90,0
1,535,Alderete,DEF,2.2,,,23,1
1,17,Merino,MID,2.1,,,14,1
1,41,Buendía,MID,2.1,,,85,2
1,160,Garnacho,MID,2.1,,,4,1
1,68,Tavernier,MID,2.1,,,90,10
1,69,Scott,MID,2.1,,,90,2
1,70,Kluivert,MID,2.1,,,74,3
1,94,Schade,MID,2.1,,,90,3
1,105,Anthony,MID,2.1,,,23,1
1,123,Hinshelwood,MID,2.1,,,63,16
1,158,Gittens,MID,2.1,,,0,0
1,166,N.Jackson,FWD,2.1,,,0,0
1,223,Mateta,FWD,2.1,,,62,2
1,209,Johnson,MID,2.1,,,6,1
1,237,Ndiaye,MID,2.1,,,90,9
1,335,Stach,MID,2.1,,,90,13
1,336,Okafor,MID,2.1,,,24,1
1,369,Ngumoha,MID,2.1,,,62,2
1,371,Gravenberch,MID,2.1,,,77,5
1,43,Tielemans,MID,2.1,,,66,2
1,415,Dorgu,MID,2.1,,,45,0
1,431,Amad,MID,2.1,,,0,0
1,453,Barnes,MID,2.1,,,90,2
1,454,Elanga,MID,2.1,,,75,9
1,457,J.Murphy,MID,2.1,,,14,0
1,461,Touré,MID,2.1,,,0,0
1,482,Hudson-Odoi,MID,2.1,,,0,0
1,514,Tel,MID,2.1,,,90,2
1,525,Fernandes,MID,2.1,,,45,1
1,542,E.Le Fée,MID,2.1,,,79,2
1,7,Lewis-Skelly,MID,2.0,,,90,3
1,19,Zubimendi,MID,2.0,,,22,1
1,20,Dowman,MID,2.0,,,0,0
1,22,Nwaneri,MID,2.0,,,0,0
1,23,Fábio Vieira,MID,2.0,,,0,0
1,24,Nelson,MID,2.0,,,0,0
1,27,G.Jesus,FWD,2.0,,,0,0
1,44,Bailey,MID,2.0,,,0,0
1,45,McGinn,MID,2.0,,,81,1
1,79,Evanilson,FWD,2.0,,,74,4
1,86,Lewis-Potter,MID,2.0,,,90,10
1,96,Damsgaard,MID,2.0,,,14,1
1,97,Jensen,MID,2.0,,,66,6
1,565,M.Sangaré,MID,2.0,,,75,14
1,124,Groß,MID,2.0,,,90,2
1,126,O'Riley,MID,2.0,,,0,0
1,129,Ayari,MID,2.0,,,63,2
1,594,David,FWD,2.0,,,0,0
1,159,Caicedo,MID,2.0,,,0,0
1,164,Quenda,MID,2.0,,,8,1
1,568,Barco,MID,2.0,,,0,0
1,578,Mudryk,MID,2.0,,,0,0
1,186,Mason-Clark,MID,2.0,,,0,0
1,188,Torp,MID,2.0,,,28,1
1,190,Tchaouna,MID,2.0,,,81,2
1,584,Hamer,MID,2.0,,,8,1
1,42,Guessand,MID,2.0,,,27,1
1,198,Henderson,GKP,2.0,,,90,2
1,210,Wharton,MID,2.0,,,90,4
1,211,Yeremy,MID,2.0,,,35,1
1,222,Strand Larsen,FWD,2.0,,,27,1
1,241,McNeil,MID,2.0,,,62,2
1,242,George,MID,2.0,,,83,3
1,245,Dibling,MID,2.0,,,0,0
1,247,Hackney,MID,2.0,,,78,3
1,261,Iwobi,MID,2.0,,,90,2
1,262,Smith Rowe,MID,2.0,,,0,0
1,263,Kevin,MID,2.0,,,17,1
1,264,Bobb,MID,2.0,,,66,2
1,268,King,MID,2.0,,,90,7
1,569,Gonzalo,FWD,2.0,,,90,6
1,570,Palacios,MID,2.0,,,72,2
1,313,Clarke,MID,2.0,,,19,7
1,315,Fatawu,MID,2.0,,,65,2
1,318,Philogene,MID,2.0,,,0,0
1,562,Maeda,MID,2.0,,,79,2
1,591,Enciso,MID,2.0,,,70,5
1,337,Aaronson,MID,2.0,,,81,3
1,338,Ampadu,MID,2.0,,,90,5
1,346,Calvert-Lewin,FWD,2.0,,,90,1
1,370,Chiesa,MID,2.0,,,0,0
1,372,Mac Allister,MID,2.0,,,27,1
1,383,Elliott,MID,2.0,,,0,0
1,405,N.Gonzalez,MID,2.0,,,0,0
1,406,Kovačić,MID,2.0,,,27,1
1,432,Mainoo,MID,2.0,,,23,1
1,459,L.Miley,MID,2.0,,,75,3
1,463,Woltemade,FWD,2.0,,,0,0
1,464,Wissa,FWD,2.0,,,90,4
1,465,Osula,FWD,2.0,,,55,4
1,483,Ndoye,MID,2.0,,,61,3
1,484,Hutchinson,MID,2.0,,,0,0
1,485,Bakwa,MID,2.0,,,0,0
1,486,McAtee,MID,2.0,,,73,3
1,490,Wood,FWD,2.0,,,28,1
1,491,Igor Jesus,FWD,2.0,,,90,2
1,455,Tonali,MID,2.0,,,90,2
1,516,Bentancur,MID,2.0,,,45,1
1,519,Gallagher,MID,2.0,,,45,0
1,520,Bergvall,MID,2.0,,,45,1
1,526,Solanke,FWD,2.0,,,22,1
1,527,Richarlison,FWD,2.0,,,67,2
1,543,Diarra,MID,2.0,,,10,1
1,544,Xhaka,MID,2.0,,,90,9
1,549,Talbi,MID,2.0,,,31,1
1,552,Brobbey,FWD,2.0,,,66,2
1,29,M.Bizot,GKP,1.9,,,90,1
1,57,Petrović,GKP,1.9,,,90,2
1,83,Valdimarsson,GKP,1.9,,,0,0
1,109,Verbruggen,GKP,1.9,,,90,6
1,560,Penders,GKP,1.9,,,0,0
1,110,Rushworth,GKP,1.9,,,90,1
1,172,Wilson,GKP,1.9,,,0,0
1,199,Benitez,GKP,1.9,,,0,0
1,228,King,GKP,1.9,,,0,0
1,250,Leno,GKP,1.9,,,90,2
1,572,Tzolakis,GKP,1.9,,,90,10
1,300,Walton,GKP,1.9,,,0,0
1,554,Van Oevelen,GKP,1.9,,,0,0
1,564,Scherpen,GKP,1.9,,,90,2
1,326,Perri,GKP,1.9,,,0,0
1,386,Bettinelli,GKP,1.9,,,0,0
1,443,Gillespie,GKP,1.9,,,0,0
1,444,Jaouen,GKP,1.9,,,0,0
1,468,John,GKP,1.9,,,0,0
1,590,Benda,GKP,1.9,,,0,0
1,496,Kinsky,GKP,1.9,,,90,2
1,531,Ellborg,GKP,1.9,,,0,0
1,452,Bruno G.,MID,1.8,,,0,0
1,108,Wilson,FWD,1.8,,,7,1
1,125,Georginio,FWD,1.8,,,90,5
1,138,Kostoulas,FWD,1.8,,,26,1
1,167,Delap,FWD,1.8,,,0,0
1,492,Awoniyi,FWD,1.8,,,20,1
1,224,Nketiah,FWD,1.8,,,55,1
1,248,Beto,FWD,1.8,,,11,1
1,249,Barry,FWD,1.8,,,78,8
1,271,Muniz,FWD,1.8,,,8,1
1,295,McBurnie,FWD,1.8,,,90,5
1,316,Emersonn,FWD,1.8,,,65,9
1,347,Nmecha,FWD,1.8,,,0,0
1,440,Zirkzee,FWD,1.8,,,0,0
1,493,Kalimuendo,FWD,1.8,,,1,1
1,553,Isidor,FWD,1.8,,,23,1
1,31,Konsa,DEF,1.7,,,0,0
1,32,Cash,DEF,1.7,,,90,-1
1,33,Mings,DEF,1.7,,,16,1
1,34,Pau,DEF,1.7,,,73,0
1,36,Maatsen,DEF,1.7,,,81,0
1,37,Lindelöf,DEF,1.7,,,90,-2
1,596,Ruggeri,DEF,1.7,,,8,1
1,64,Smith,DEF,1.7,,,90,1
1,573,Sanchez,DEF,1.7,,,0,0
1,87,Ajer,DEF,1.7,,,90,8
1,88,Kayode,DEF,1.7,,,75,13
1,89,Henry,DEF,1.7,,,0,0
1,90,Hickey,DEF,1.7,,,14,1
1,91,Pinnock,DEF,1.7,,,0,0
1,92,Ji-soo,DEF,1.7,,,0,0
1,93,Schuster,DEF,1.7,,,0,0
1,113,F.Kadıoğlu,DEF,1.7,,,0,0
1,114,Boscagli,DEF,1.7,,,90,6
1,115,De Cuyper,DEF,1.7,,,77,17
1,116,Dunk,DEF,1.7,,,90,6
1,117,Coppola,DEF,1.7,,,0,0
1,118,Igor,DEF,1.7,,,0,0
1,119,Costinha,DEF,1.7,,,26,1
1,146,B.Badiashile,DEF,1.7,,,0,0
1,147,Tosin,DEF,1.7,,,0,0
1,148,Hato,DEF,1.7,,,64,1
1,150,M.Sarr,DEF,1.7,,,0,0
1,151,Acheampong,DEF,1.7,,,90,3
1,153,Disasi,DEF,1.7,,,0,0
1,561,Anselmino,DEF,1.7,,,0,0
1,204,Mitchell,DEF,1.7,,,90,1
1,205,Sosa,DEF,1.7,,,0,0
1,206,Chadi Riad,DEF,1.7,,,72,1
1,207,Mingueza,DEF,1.7,,,0,0
1,577,Tomiyasu,DEF,1.7,,,18,1
1,233,Mykolenko,DEF,1.7,,,90,6
1,234,Patterson,DEF,1.7,,,0,0
1,254,Robinson,DEF,1.7,,,81,1
1,255,J.Cuenca,DEF,1.7,,,90,3
1,256,Tete,DEF,1.7,,,0,0
1,257,Bassey,DEF,1.7,,,90,0
1,258,Castagne,DEF,1.7,,,90,6
1,269,Sessegnon,DEF,1.7,,,17,1
1,329,Rodon,DEF,1.7,,,90,6
1,330,Bogle,DEF,1.7,,,90,6
1,332,Justin,DEF,1.7,,,90,10
1,598,Elvedi,DEF,1.7,,,0,0
1,395,Lewis,DEF,1.7,,,56,1
1,396,Vitor Reis,DEF,1.7,,,0,0
1,421,Heaven,DEF,1.7,,,90,1
1,422,Mazraoui,DEF,1.7,,,79,1
1,423,Shaw,DEF,1.7,,,90,1
1,439,Šeško,FWD,1.7,,,23,1
1,593,Dedić,DEF,1.7,,,90,1
1,473,Aina,DEF,1.7,,,73,5
1,474,Jair Cunha,DEF,1.7,,,90,1
1,478,Netz,DEF,1.7,,,16,1
1,502,Robertson,DEF,1.7,,,90,3
1,506,Udogie,DEF,1.7,,,4,1
1,534,Hume,DEF,1.7,,,79,2
1,536,Reinildo,DEF,1.7,,,90,1
1,537,Seelt,DEF,1.7,,,0,0
1,541,Meunier,DEF,1.7,,,90,1
1,35,Bogarde,MID,1.5,,,16,1
1,46,Barkley,MID,1.5,,,73,2
1,47,Kamara,MID,1.5,,,90,2
1,52,Alysson,MID,1.5,,,8,1
1,71,Cook,MID,1.5,,,75,3
1,72,Gannon-Doak,MID,1.5,,,1,1
1,76,Tóth.A,MID,1.5,,,15,1
1,81,Rodríguez,FWD,1.5,,,0,0
1,98,Janelt,MID,1.5,,,90,9
1,102,Yarmoliuk,MID,1.5,,,23,1
1,103,Dasilva,MID,1.5,,,0,0
1,127,Gomez,MID,1.5,,,85,6
1,135,Yohanna,MID,1.5,,,12,1
1,600,Osman,MID,1.5,,,12,1
1,136,Welbeck,FWD,1.5,,,0,0
1,161,Lavia,MID,1.5,,,64,1
1,104,Onyeka,MID,1.5,,,90,2
1,183,Rudoni,MID,1.5,,,20,1
1,184,Grimes,MID,1.5,,,90,2
1,185,Sakamoto,MID,1.5,,,0,0
1,187,Eccles,MID,1.5,,,0,0
1,575,Yirenkyi,MID,1.5,,,61,1
1,213,Lerma,MID,1.5,,,0,0
1,214,Kamada,MID,1.5,,,90,3
1,215,Devenny,MID,1.5,,,0,0
1,216,Esse,MID,1.5,,,0,0
1,217,M.França,MID,1.5,,,0,0
1,218,Doucouré,MID,1.5,,,0,0
1,219,J.Rak-Sakyi,MID,1.5,,,0,0
1,595,Gozo,MID,1.5,,,0,0
1,243,Alcaraz,MID,1.5,,,1,1
1,244,Armstrong,MID,1.5,,,90,8
1,246,Röhl,MID,1.5,,,90,3
1,265,Berge,MID,1.5,,,72,2
1,580,Charles,MID,1.5,,,23,1
1,286,Belloumi,MID,1.5,,,90,3
1,287,Millar,MID,1.5,,,19,0
1,292,Ömür,MID,1.5,,,0,0
1,296,Akintola,MID,1.5,,,0,0
1,574,Hjertø-Dahl,MID,1.5,,,0,0
1,576,Stroud,MID,1.5,,,70,3
1,589,Gourna-Douath,MID,1.5,,,0,0
1,267,Lukić,MID,1.5,,,90,5
1,309,Núñez,MID,1.5,,,79,4
1,314,Ogbene,MID,1.5,,,0,0
1,324,Mehmeti,MID,1.5,,,0,0
1,571,Florentino,MID,1.5,,,0,0
1,339,Longstaff,MID,1.5,,,8,1
1,343,James,MID,1.5,,,0,0
1,345,Tanaka,MID,1.5,,,0,0
1,373,C.Jones,MID,1.5,,,0,0
1,374,Endo,MID,1.5,,,0,0
1,375,Nyoni,MID,1.5,,,0,0
1,381,Koumas,MID,1.5,,,12,1
1,407,Echeverri,MID,1.5,,,0,0
1,410,Monga,MID,1.5,,,0,0
1,162,Andrey Santos,MID,1.5,,,66,2
1,434,J.Fletcher,MID,1.5,,,0,0
1,435,Lacey,MID,1.5,,,10,1
1,436,Collyer,MID,1.5,,,0,0
1,456,J.Ramsey,MID,1.5,,,34,0
1,460,Willock,MID,1.5,,,34,6
1,462,Steur,MID,1.5,,,55,1
1,559,Bamba,MID,1.5,,,14,1
1,487,Dominguez,MID,1.5,,,0,0
1,488,I.Sangaré,MID,1.5,,,90,2
1,558,Schlager,MID,1.5,,,16,1
1,522,Gray,MID,1.5,,,85,2
1,523,Moore,MID,1.5,,,67,2
1,545,Sadiki,MID,1.5,,,90,2
1,547,Mundle,MID,1.5,,,0,0
1,548,Rigg,MID,1.5,,,10,1
1,550,Jocelin.T,MID,1.5,,,0,0
1,551,Angulo,MID,1.5,,,58,5
1,168,Marc Guiu,FWD,1.4,,,0,0
1,170,Emegha,FWD,1.4,,,0,0
1,194,Thomas-Asante,FWD,1.4,,,69,2
1,195,Simms,FWD,1.4,,,69,2
1,599,Cherif,FWD,1.4,,,0,0
1,320,Akpom,FWD,1.4,,,24,1
1,322,Al-Hamadi,FWD,1.4,,,0,0
1,325,Darlow,GKP,1.4,,,0,0
1,56,Abraham,FWD,1.3,,,0,0
1,73,Adams,MID,1.1,,,15,1
1,74,Brooks,MID,1.1,,,0,0
1,100,Carvalho,MID,1.1,,,0,0
1,101,Henderson,MID,1.1,,,0,0
1,38,A.García,DEF,1.0,,,0,0
1,50,Burrowes,MID,1.0,,,0,0
1,51,George Hemmings,MID,1.0,,,90,2
1,58,Forster,GKP,1.0,,,0,0
1,59,Dennis,GKP,1.0,,,0,0
1,107,Furo,FWD,1.0,,,0,0
1,111,Steele,GKP,1.0,,,0,0
1,134,Oriola,MID,1.0,,,0,0
1,163,D.Essugo,MID,1.0,,,0,0
1,169,Mheuka,FWD,1.0,,,0,0
1,171,Dovin,GKP,1.0,,,0,0
1,173,Thomas,DEF,1.0,,,90,3
1,174,Kitching,DEF,1.0,,,0,0
1,175,van Ewijk,DEF,1.0,,,90,1
1,176,Dasilva,DEF,1.0,,,90,1
1,177,Kesler-Hayden,DEF,1.0,,,0,0
1,178,Bidwell,DEF,1.0,,,0,0
1,179,Latibeaudiere,DEF,1.0,,,0,0
1,180,Woolfenden,DEF,1.0,,,0,0
1,181,Brau,DEF,1.0,,,0,0
1,182,Amenda,DEF,1.0,,,90,1
1,189,Shepherd,MID,1.0,,,0,0
1,191,Borges Rodrigues,MID,1.0,,,0,0
1,192,Andrews,MID,1.0,,,0,0
1,212,Hughes,MID,1.0,,,0,0
1,221,Drakes-Thomas,MID,1.0,,,0,0
1,555,Matthews,GKP,1.0,,,0,0
1,235,Aznou,DEF,1.0,,,0,0
1,251,Lecomte,GKP,1.0,,,0,0
1,252,McNally,GKP,1.0,,,0,0
1,270,Reed,MID,1.0,,,0,0
1,272,Kusi-Asare,FWD,1.0,,,0,0
1,273,Phillips,GKP,1.0,,,0,0
1,277,Egan,DEF,1.0,,,90,8
1,279,Ajayi,DEF,1.0,,,63,14
1,280,Coyle,DEF,1.0,,,69,6
1,281,Drameh,DEF,1.0,,,20,1
1,282,Giles,DEF,1.0,,,84,6
1,284,McCarthy,DEF,1.0,,,0,0
1,285,McNair,DEF,1.0,,,26,1
1,288,Dowell,MID,1.0,,,0,0
1,289,Crooks,MID,1.0,,,90,2
1,290,Slater,MID,1.0,,,90,6
1,556,Targett,DEF,1.0,,,5,1
1,585,Herrington,DEF,1.0,,,26,1
1,586,Mendy,DEF,1.0,,,63,15
1,259,Diop,DEF,1.0,,,90,2
1,301,Palmer,GKP,1.0,,,0,0
1,302,Button,GKP,1.0,,,0,0
1,303,Kipré,DEF,1.0,,,0,0
1,304,O'Shea,DEF,1.0,,,90,4
1,305,Davis,DEF,1.0,,,90,2
1,306,Greaves,DEF,1.0,,,90,2
1,307,Johnson,DEF,1.0,,,0,0
1,308,Furlong,DEF,1.0,,,0,0
1,321,Walle Egeli,FWD,1.0,,,10,1
1,323,McAteer,MID,1.0,,,24,1
1,592,Ouattara,DEF,1.0,,,10,1
1,352,Woodman,GKP,1.0,,,0,0
1,355,Davies,GKP,1.0,,,0,0
1,361,Lucky,DEF,1.0,,,0,0
1,365,Ramsay,DEF,1.0,,,0,0
1,378,McConnell,MID,1.0,,,0,0
1,409,Mukasa,MID,1.0,,,0,0
1,424,Amass,DEF,1.0,,,0,0
1,430,Mount,MID,1.0,,,0,0
1,437,Bendito Mantato,MID,1.0,,,0,0
1,438,Fletcher,MID,1.0,,,0,0
1,441,Obi,FWD,1.0,,,0,0
1,466,Neave,FWD,1.0,,,0,0
1,476,O.Richards,DEF,1.0,,,0,0
1,477,Abbott,DEF,1.0,,,0,0
1,479,Bindon,DEF,1.0,,,0,0
1,495,Austin,GKP,1.0,,,0,0
1,497,Dubravka,GKP,1.0,,,0,0
1,508,Davies,DEF,1.0,,,0,0
1,509,Byfield,DEF,1.0,,,0,0
1,510,Rowswell,DEF,1.0,,,0,0
1,511,Souza,DEF,1.0,,,0,0
1,524,Olusesi,MID,1.0,,,0,0
1,528,Scarlett,FWD,1.0,,,0,0
1,539,O'Nien,DEF,1.0,,,66,1
1,66,Soler,DEF,0.8,,,0,0
1,563,Morita,MID,0.7,,,0,0
1,512,Kudus,MID,0.6,,,0,0
1,239,Garner,MID,0.5,,,11,1
1,5,J.Timber,DEF,0.0,,,0,0
1,6,Saliba,DEF,0.0,,,0,0
1,30,Digne,DEF,0.0,,,0,0
1,39,Nedeljkovic,DEF,0.0,,,0,0
1,48,Onana,MID,0.0,,,0,0
1,49,Iling Jr,MID,0.0,,,0,0
1,53,Manzambi,MID,0.0,,,0,0
1,54,Gomes,MID,0.0,,,39,-2
1,582,Madjo,FWD,0.0,,,0,0
1,63,Milosavljević,DEF,0.0,,,0,0
1,65,J.Araujo,DEF,0.0,,,0,0
1,75,Christie,MID,0.0,,,0,0
1,77,Adli,MID,0.0,,,0,0
1,78,Kroupi.Jr,MID,0.0,,,0,0
1,80,Enes Ünal,FWD,0.0,,,0,0
1,85,Van den Berg,DEF,0.0,,,0,0
1,99,Milambo,MID,0.0,,,0,0
1,121,Mitoma,MID,0.0,,,0,0
1,122,Minteh,MID,0.0,,,0,0
1,128,Buonanotte,MID,0.0,,,0,0
1,131,Baleba,MID,0.0,,,0,0
1,132,Howell,MID,0.0,,,0,0
1,133,Watson,MID,0.0,,,0,0
1,137,Tzimas,FWD,0.0,,,0,0
1,139,Ferguson,FWD,0.0,,,0,0
1,141,Jörgensen,GKP,0.0,,,0,0
1,143,Chalobah,DEF,0.0,,,0,0
1,145,Fofana,DEF,0.0,,,0,0
1,193,Wright,FWD,0.0,,,0,0
1,196,Markelo,FWD,0.0,,,0,0
1,197,Bassette,FWD,0.0,,,0,0
1,220,Cardines,DEF,0.0,,,0,0
1,225,Uche,FWD,0.0,,,0,0
1,21,Nørgaard,MID,0.0,,,0,0
1,240,Iroegbunam,MID,0.0,,,0,0
1,253,Andersen,DEF,0.0,,,0,0
1,266,Cairney,MID,0.0,,,0,0
1,274,Butland,GKP,0.0,,,0,0
1,275,Cartwright,GKP,0.0,,,0,0
1,276,Lo-Tutala,GKP,0.0,,,0,0
1,278,Hughes,DEF,0.0,,,0,0
1,283,Jacob,DEF,0.0,,,0,0
1,291,Matazo,MID,0.0,,,0,0
1,293,Kamara,MID,0.0,,,0,0
1,294,Zambrano,MID,0.0,,,0,0
1,297,Gyabi,MID,0.0,,,0,0
1,298,Destan,FWD,0.0,,,0,0
1,299,Burstow,FWD,0.0,,,0,0
1,340,Gelhardt,MID,0.0,,,0,0
1,310,Matusiwa,MID,0.0,,,0,0
1,311,Burns,MID,0.0,,,0,0
1,312,Taylor,MID,0.0,,,0,0
1,317,Hirst,FWD,0.0,,,0,0
1,319,Szmodics,MID,0.0,,,0,0
1,331,Gudmundsson,DEF,0.0,,,0,0
1,333,Bornauw,DEF,0.0,,,0,0
1,341,Gnonto,MID,0.0,,,0,0
1,342,Harrison,MID,0.0,,,0,0
1,344,Gruev,MID,0.0,,,0,0
1,348,Piroe,FWD,0.0,,,0,0
1,349,Mateo Joseph,FWD,0.0,,,0,0
1,353,Pecsi,GKP,0.0,,,0,0
1,354,Jaros,GKP,0.0,,,0,0
1,359,Gomez,DEF,0.0,,,0,0
1,360,Bradley,DEF,0.0,,,0,0
1,363,Leoni,DEF,0.0,,,0,0
1,376,Bajcetic,MID,0.0,,,0,0
1,380,Ekitiké,FWD,0.0,,,0,0
1,382,Danns,FWD,0.0,,,0,0
1,394,Alleyne,DEF,0.0,,,0,0
1,400,Doku,MID,0.0,,,0,0
1,402,Rodrigo,MID,0.0,,,0,0
1,404,Reijnders,MID,0.0,,,0,0
1,408,Phillips,MID,0.0,,,0,0
1,413,Bayindir,GKP,0.0,,,0,0
1,414,Heaton,GKP,0.0,,,0,0
1,416,De Ligt,DEF,0.0,,,0,0
1,425,Fredricson,DEF,0.0,,,0,0
1,433,Ugarte,MID,0.0,,,0,0
1,450,Livramento,DEF,0.0,,,0,0
1,451,A.Murphy,DEF,0.0,,,0,0
1,458,Joelinton,MID,0.0,,,0,0
1,475,Savona,DEF,0.0,,,0,0
1,489,Yates,MID,0.0,,,0,0
1,494,Vicario,GKP,0.0,,,0,0
1,499,Pedro Porro,DEF,0.0,,,0,0
1,500,Romero,DEF,0.0,,,0,0
1,503,Van de Ven,DEF,0.0,,,0,0
1,505,Spence,DEF,0.0,,,0,0
1,507,Phillips,DEF,0.0,,,0,0
1,513,Xavi,MID,0.0,,,0,0
1,517,Odobert,MID,0.0,,,0,0
1,518,P.M.Sarr,MID,0.0,,,0,0
1,521,Kulusevski,MID,0.0,,,0,0
1,530,Patterson,GKP,0.0,,,0,0
1,538,Hjelde,DEF,0.0,,,0,0
1,540,Masuaku,DEF,0.0,,,0,0
1,546,Adingra,MID,0.0,,,0,0
